millis,altp,ax,ay,az
102.500000,809.207904,-0.000000,0.000000,0.002339
102.600000,808.518008,-0.000000,0.000000,0.002338
102.700000,807.828135,-0.000000,0.000000,0.002338
102.800000,807.138286,-0.000000,0.000000,0.002338
102.900000,806.448460,-0.000000,0.000000,0.002338
103.000000,805.758657,-0.000000,0.000000,0.002338
103.100000,805.068878,-0.000000,0.000000,0.002338
103.200000,804.379121,-0.000000,0.000000,0.002338
103.300000,803.689388,-0.000000,0.000000,0.002337
103.400000,802.999679,-0.000000,0.000000,0.002337
103.500000,802.309992,-0.000000,0.000000,0.002337
103.600000,801.620329,-0.000000,0.000000,0.002337
103.700000,800.930690,-0.000000,0.000000,0.002337
103.800000,800.241073,-0.000000,0.000000,0.002337
103.900000,799.551480,-0.000000,0.000000,0.002337
104.000000,798.861910,-0.000000,0.000000,0.002337
104.100000,798.172363,-0.000000,0.000000,0.002336
104.200000,797.482839,-0.000000,0.000000,0.002336
104.300000,796.793339,-0.000000,0.000000,0.002336
104.400000,796.103862,-0.000000,0.000000,0.002336
104.500000,795.414408,-0.000000,0.000000,0.002336
104.600000,794.724978,-0.000000,0.000000,0.002336
104.700000,794.035570,-0.000000,0.000000,0.002336
104.800000,793.346186,-0.000000,0.000000,0.002335
104.900000,792.656825,-0.000000,0.000000,0.002335
105.000000,791.967487,-0.000000,0.000000,0.002335
105.100000,791.278173,-0.000000,0.000000,0.002335
105.200000,790.588881,-0.000000,0.000000,0.002335
105.300000,789.899613,-0.000000,0.000000,0.002335
105.400000,789.210368,-0.000000,0.000000,0.002335
105.500000,788.521147,-0.000000,0.000000,0.002334
105.600000,787.831948,-0.000000,0.000000,0.002334
105.700000,787.142772,-0.000000,0.000000,0.002334
105.800000,786.453620,-0.000000,0.000000,0.002334
105.900000,785.764491,-0.000000,0.000000,0.002334
106.000000,785.075385,-0.000000,0.000000,0.002334
106.100000,784.386302,-0.000000,0.000000,0.002334
106.200000,783.697242,-0.000000,0.000000,0.002333
106.300000,783.008206,-0.000000,0.000000,0.002333
106.400000,782.319192,-0.000000,0.000000,0.002333
106.500000,781.630202,-0.000000,0.000000,0.002333
106.600000,780.941235,-0.000000,0.000000,0.002333
106.700000,780.252291,-0.000000,0.000000,0.002333
106.800000,779.563370,-0.000000,0.000000,0.002333
106.900000,778.874472,-0.000000,0.000000,0.002332
107.000000,778.185597,-0.000000,0.000000,0.002332
107.100000,777.496746,-0.000000,0.000000,0.002332
107.200000,776.807917,-0.000000,0.000000,0.002332
107.300000,776.119112,-0.000000,0.000000,0.002332
107.400000,775.430329,-0.000000,0.000000,0.002332
107.500000,774.741570,-0.000000,0.000000,0.002332
107.600000,774.052834,-0.000000,0.000000,0.002331
107.700000,773.364121,-0.000000,0.000000,0.002331
107.800000,772.675430,-0.000000,0.000000,0.002331
107.900000,771.986763,-0.000000,0.000000,0.002331
108.000000,771.298119,-0.000000,0.000000,0.002331
108.100000,770.609498,-0.000000,0.000000,0.002331
108.200000,769.920900,-0.000000,0.000000,0.002331
108.300000,769.232326,-0.000000,0.000000,0.002330
108.400000,768.543774,-0.000000,0.000000,0.002330
108.500000,767.855245,-0.000000,0.000000,0.002330
108.600000,767.166739,-0.000000,0.000000,0.002330
108.700000,766.478256,-0.000000,0.000000,0.002330
108.800000,765.789796,-0.000000,0.000000,0.002330
108.900000,765.101360,-0.000000,0.000000,0.002330
109.000000,764.412946,-0.000000,0.000000,0.002329
109.100000,763.724555,-0.000000,0.000000,0.002329
109.200000,763.036187,-0.000000,0.000000,0.002329
109.300000,762.347842,-0.000000,0.000000,0.002329
109.400000,761.659521,-0.000000,0.000000,0.002329
109.500000,760.971222,-0.000000,0.000000,0.002329
109.600000,760.282946,-0.000000,0.000000,0.002329
109.700000,759.594693,-0.000000,0.000000,0.002328
109.800000,758.906463,-0.000000,0.000000,0.002328
109.900000,758.218256,-0.000000,0.000000,0.002328
110.000000,757.530072,-0.000000,0.000000,0.002328
110.100000,756.841911,-0.000000,0.000000,0.002328
110.200000,756.153773,-0.000000,0.000000,0.002328
110.300000,755.465657,-0.000000,0.000000,0.002328
110.400000,754.777565,-0.000000,0.000000,0.002327
110.500000,754.089496,-0.000000,0.000000,0.002327
110.600000,753.401449,-0.000000,0.000000,0.002327
110.700000,752.713425,-0.000000,0.000000,0.002327
110.800000,752.025425,-0.000000,0.000000,0.002327
110.900000,751.337447,-0.000000,0.000000,0.002327
111.000000,750.649492,-0.000000,0.000000,0.002327
111.100000,749.961560,-0.000000,0.000000,0.002326
111.200000,749.273651,-0.000000,0.000000,0.002326
111.300000,748.585765,-0.000000,0.000000,0.002326
111.400000,747.897902,-0.000000,0.000000,0.002326
111.500000,747.210061,-0.000000,0.000000,0.002326
111.600000,746.522243,-0.000000,0.000000,0.002326
111.700000,745.834449,-0.000000,0.000000,0.002326
111.800000,745.146677,-0.000000,0.000000,0.002325
111.900000,744.458928,-0.000000,0.000000,0.002325
112.000000,743.771202,-0.000000,0.000000,0.002325
112.100000,743.083498,-0.000000,0.000000,0.002325
112.200000,742.395818,-0.000000,0.000000,0.002325
112.300000,741.708160,-0.000000,0.000000,0.002325
112.400000,741.020525,-0.000000,0.000000,0.002325
112.500000,740.332913,-0.000000,0.000000,0.002325
112.600000,739.645324,-0.000000,0.000000,0.002324
112.700000,738.957758,-0.000000,0.000000,0.002324
112.800000,738.270214,-0.000000,0.000000,0.002324
112.900000,737.582693,-0.000000,0.000000,0.002324
113.000000,736.895195,-0.000000,0.000000,0.002324
113.100000,736.207720,-0.000000,0.000000,0.002324
113.200000,735.520267,-0.000000,0.000000,0.002324
113.300000,734.832838,-0.000000,0.000000,0.002323
113.400000,734.145431,-0.000000,0.000000,0.002323
113.500000,733.458047,-0.000000,0.000000,0.002323
113.600000,732.770685,-0.000000,0.000000,0.002323
113.700000,732.083347,-0.000000,0.000000,0.002323
113.800000,731.396031,-0.000000,0.000000,0.002323
113.900000,730.708738,-0.000000,0.000000,0.002323
114.000000,730.021468,-0.000000,0.000000,0.002322
114.100000,729.334220,-0.000000,0.000000,0.002322
114.200000,728.646995,-0.000000,0.000000,0.002322
114.300000,727.959793,-0.000000,0.000000,0.002322
114.400000,727.272613,-0.000000,-0.000000,0.002322
114.500000,726.585457,-0.000000,-0.000000,0.002322
114.600000,725.898323,-0.000000,-0.000000,0.002322
114.700000,725.211211,-0.000000,-0.000000,0.002321
114.800000,724.524123,-0.000000,-0.000000,0.002321
114.900000,723.837057,-0.000000,-0.000000,0.002321
115.000000,723.150014,-0.000000,-0.000000,0.002321
115.100000,722.462993,-0.000000,-0.000000,0.002321
115.200000,721.775995,-0.000000,-0.000000,0.002321
115.300000,721.089020,-0.000000,-0.000000,0.002321
115.400000,720.402068,-0.000000,-0.000000,0.002320
115.500000,719.715138,-0.000000,-0.000000,0.002320
115.600000,719.028231,-0.000000,-0.000000,0.002320
115.700000,718.341346,-0.000000,-0.000000,0.002320
115.800000,717.654484,-0.000000,-0.000000,0.002320
115.900000,716.967645,-0.000000,-0.000000,0.002320
116.000000,716.280829,-0.000000,-0.000000,0.002320
116.100000,715.594035,-0.000000,-0.000000,0.002319
116.200000,714.907263,-0.000000,-0.000000,0.002319
116.300000,714.220515,-0.000000,-0.000000,0.002319
116.400000,713.533789,-0.000000,-0.000000,0.002319
116.500000,712.847085,-0.000000,-0.000000,0.002319
116.600000,712.160404,-0.000000,-0.000000,0.002319
116.700000,711.473746,-0.000000,-0.000000,0.002319
116.800000,710.787111,-0.000000,-0.000000,0.002318
116.900000,710.100498,-0.000000,-0.000000,0.002318
117.000000,709.413907,-0.000000,-0.000000,0.002318
117.100000,708.727339,-0.000000,-0.000000,0.002318
117.200000,708.040794,-0.000000,-0.000000,0.002318
117.300000,707.354271,-0.000000,-0.000000,0.002318
117.400000,706.667771,-0.000000,-0.000000,0.002318
117.500000,705.981294,-0.000000,-0.000000,0.002317
117.600000,705.294839,-0.000000,-0.000000,0.002317
117.700000,704.608406,-0.000000,-0.000000,0.002317
117.800000,703.921996,-0.000000,-0.000000,0.002317
117.900000,703.235609,-0.000000,-0.000000,0.002317
118.000000,702.549244,-0.000000,-0.000000,0.002317
118.100000,701.862902,-0.000000,-0.000000,0.002317
118.200000,701.176582,-0.000000,-0.000000,0.002316
118.300000,700.490285,-0.000000,-0.000000,0.002316
118.400000,699.804010,-0.000000,-0.000000,0.002316
118.500000,699.117758,-0.000000,-0.000000,0.002316
118.600000,698.431528,-0.000000,-0.000000,0.002316
118.700000,697.745321,-0.000000,-0.000000,0.002316
118.800000,697.059136,-0.000000,-0.000000,0.002316
118.900000,696.372974,-0.000000,-0.000000,0.002315
119.000000,695.686834,-0.000000,-0.000000,0.002315
119.100000,695.000717,-0.000000,-0.000000,0.002315
119.200000,694.314622,-0.000000,-0.000000,0.002315
119.300000,693.628550,-0.000000,-0.000000,0.002315
119.400000,692.942501,-0.000000,-0.000000,0.002315
119.500000,692.256473,-0.000000,-0.000000,0.002314
119.600000,691.570469,-0.000000,-0.000000,0.002314
119.700000,690.884487,-0.000000,-0.000000,0.002314
119.800000,690.198527,-0.000000,-0.000000,0.002314
119.900000,689.512590,-0.000000,-0.000000,0.002314
120.000000,688.826676,-0.000000,-0.000000,0.002314
120.100000,688.140784,-0.000000,-0.000000,0.002314
120.200000,687.454915,-0.000000,-0.000000,0.002313
120.300000,686.769069,-0.000000,-0.000000,0.002313
120.400000,686.083245,-0.000000,-0.000000,0.002313
120.500000,685.397444,-0.000000,-0.000000,0.002313
120.600000,684.711665,-0.000000,-0.000000,0.002313
120.700000,684.025909,-0.000000,-0.000000,0.002313
120.800000,683.340176,-0.000000,-0.000000,0.002313
120.900000,682.654465,-0.000000,-0.000000,0.002312
121.000000,681.968777,-0.000000,-0.000000,0.002312
121.100000,681.283112,-0.000000,-0.000000,0.002312
121.200000,680.597470,-0.000000,-0.000000,0.002312
121.300000,679.911850,-0.000000,-0.000000,0.002312
121.400000,679.226253,-0.000000,-0.000000,0.002312
121.500000,678.540678,-0.000000,-0.000000,0.002312
121.600000,677.855127,-0.000000,-0.000000,0.002311
121.700000,677.169598,-0.000000,-0.000000,0.002311
121.800000,676.484092,-0.000000,-0.000000,0.002311
121.900000,675.798608,-0.000000,-0.000000,0.002311
122.000000,675.113148,-0.000000,-0.000000,0.002311
122.100000,674.427710,-0.000000,-0.000000,0.002311
122.200000,673.742295,-0.000000,-0.000000,0.002311
122.300000,673.056903,-0.000000,-0.000000,0.002310
122.400000,672.371533,-0.000000,-0.000000,0.002310
122.500000,671.686187,-0.000000,-0.000000,0.002310
122.600000,671.000863,-0.000000,-0.000000,0.002310
122.700000,670.315562,-0.000000,-0.000000,0.002310
122.800000,669.630284,-0.000000,-0.000000,0.002310
122.900000,668.945029,-0.000000,-0.000000,0.002310
123.000000,668.259797,-0.000000,-0.000000,0.002309
123.100000,667.574587,-0.000000,-0.000000,0.002309
123.200000,666.889401,-0.000000,-0.000000,0.002309
123.300000,666.204237,-0.000000,-0.000000,0.002309
123.400000,665.519097,-0.000000,-0.000000,0.002309
123.500000,664.833979,-0.000000,-0.000000,0.002309
123.600000,664.148884,-0.000000,-0.000000,0.002308
123.700000,663.463812,-0.000000,-0.000000,0.002308
123.800000,662.778763,-0.000000,-0.000000,0.002308
123.900000,662.093738,-0.000000,-0.000000,0.002308
124.000000,661.408735,-0.000000,-0.000000,0.002308
124.100000,660.723755,-0.000000,-0.000000,0.002308
124.200000,660.038798,-0.000000,-0.000000,0.002308
124.300000,659.353864,-0.000000,-0.000000,0.002307
124.400000,658.668953,-0.000000,-0.000000,0.002307
124.500000,657.984065,-0.000000,-0.000000,0.002307
124.600000,657.299200,-0.000000,-0.000000,0.002307
124.700000,656.614358,-0.000000,-0.000000,0.002307
124.800000,655.929539,-0.000000,-0.000000,0.002307
124.900000,655.244743,-0.000000,-0.000000,0.002306
125.000000,654.559971,-0.000000,-0.000000,0.002306
125.100000,653.875221,-0.000000,-0.000000,0.002306
125.200000,653.190494,-0.000000,-0.000000,0.002306
125.300000,652.505791,-0.000000,-0.000000,0.002306
125.400000,651.821111,-0.000000,-0.000000,0.002306
125.500000,651.136453,-0.000000,-0.000000,0.002306
125.600000,650.451819,-0.000000,-0.000000,0.002305
125.700000,649.767208,-0.000000,-0.000000,0.002305
125.800000,649.082621,-0.000000,-0.000000,0.002305
125.900000,648.398056,-0.000000,-0.000000,0.002305
126.000000,647.713514,-0.000000,-0.000000,0.002305
126.100000,647.028996,-0.000000,-0.000000,0.002305
126.200000,646.344501,-0.000000,-0.000000,0.002304
126.300000,645.660029,-0.000000,-0.000000,0.002304
126.400000,644.975580,-0.000000,-0.000000,0.002304
126.500000,644.291155,-0.000000,-0.000000,0.002304
126.600000,643.606753,-0.000000,-0.000000,0.002304
126.700000,642.922374,-0.000000,-0.000000,0.002304
126.800000,642.238018,-0.000000,-0.000000,0.002304
126.900000,641.553685,-0.000000,-0.000000,0.002303
127.000000,640.869376,-0.000000,-0.000000,0.002303
127.100000,640.185090,-0.000000,-0.000000,0.002303
127.200000,639.500827,-0.000000,-0.000000,0.002303
127.300000,638.816588,-0.000000,-0.000000,0.002303
127.400000,638.132372,-0.000000,-0.000000,0.002303
127.500000,637.448179,-0.000000,-0.000000,0.002302
127.600000,636.764010,-0.000000,-0.000000,0.002302
127.700000,636.079864,-0.000000,-0.000000,0.002302
127.800000,635.395741,-0.000000,-0.000000,0.002302
127.900000,634.711641,-0.000000,-0.000000,0.002302
128.000000,634.027565,-0.000000,-0.000000,0.002302
128.100000,633.343512,-0.000000,-0.000000,0.002301
128.200000,632.659483,-0.000000,-0.000000,0.002301
128.300000,631.975477,-0.000000,-0.000000,0.002301
128.400000,631.291495,-0.000000,-0.000000,0.002301
128.500000,630.607535,-0.000000,-0.000000,0.002301
128.600000,629.923600,-0.000000,-0.000000,0.002301
128.700000,629.239687,-0.000000,-0.000000,0.002300
128.800000,628.555799,-0.000000,-0.000000,0.002300
128.900000,627.871933,-0.000000,-0.000000,0.002300
129.000000,627.188091,-0.000000,-0.000000,0.002300
129.100000,626.504273,-0.000000,-0.000000,0.002300
129.200000,625.820478,-0.000000,-0.000000,0.002300
129.300000,625.136706,-0.000000,-0.000000,0.002300
129.400000,624.452958,-0.000000,-0.000000,0.002299
129.500000,623.769234,-0.000000,-0.000000,0.002299
129.600000,623.085533,-0.000000,-0.000000,0.002299
129.700000,622.401855,-0.000000,-0.000000,0.002299
129.800000,621.718201,-0.000000,-0.000000,0.002299
129.900000,621.034571,-0.000000,-0.000000,0.002299
130.000000,620.350964,-0.000000,-0.000000,0.002298
130.100000,619.667381,-0.000000,-0.000000,0.002298
130.200000,618.983821,-0.000000,-0.000000,0.002298
130.300000,618.300285,-0.000000,-0.000000,0.002298
130.400000,617.616773,-0.000000,-0.000000,0.002298
130.500000,616.933284,-0.000000,-0.000000,0.002297
130.600000,616.249818,-0.000000,-0.000000,0.002297
130.700000,615.566377,-0.000000,-0.000000,0.002297
130.800000,614.882959,-0.000000,-0.000000,0.002297
130.900000,614.199564,-0.000000,-0.000000,0.002297
131.000000,613.516194,-0.000000,-0.000000,0.002297
131.100000,612.832847,-0.000000,-0.000000,0.002296
131.200000,612.149523,-0.000000,-0.000000,0.002296
131.300000,611.466223,-0.000000,-0.000000,0.002296
131.400000,610.782947,-0.000000,-0.000000,0.002296
131.500000,610.099695,-0.000000,-0.000000,0.002296
131.600000,609.416466,-0.000000,-0.000000,0.002296
131.700000,608.733262,-0.000000,-0.000000,0.002295
131.800000,608.050080,-0.000000,-0.000000,0.002295
131.900000,607.366923,-0.000000,-0.000000,0.002295
132.000000,606.683789,-0.000000,-0.000000,0.002295
132.100000,606.000679,-0.000000,-0.000000,0.002295
132.200000,605.317593,-0.000000,-0.000000,0.002295
132.300000,604.634531,-0.000000,-0.000000,0.002294
132.400000,603.951492,-0.000000,-0.000000,0.002294
132.500000,603.268478,-0.000000,-0.000000,0.002294
132.600000,602.585487,-0.000000,-0.000000,0.002294
132.700000,601.902519,-0.000000,-0.000000,0.002294
132.800000,601.219576,-0.000000,-0.000000,0.002293
132.900000,600.536657,-0.000000,-0.000000,0.002293
133.000000,599.853761,-0.000000,-0.000000,0.002293
133.100000,599.170889,-0.000000,-0.000000,0.002293
133.200000,598.488041,-0.000000,-0.000000,0.002293
133.300000,597.805217,-0.000000,-0.000000,0.002293
133.400000,597.122417,-0.000000,-0.000000,0.002292
133.500000,596.439641,-0.000000,-0.000000,0.002292
133.600000,595.756888,-0.000000,-0.000000,0.002292
133.700000,595.074160,-0.000000,-0.000000,0.002292
133.800000,594.391455,-0.000000,-0.000000,0.002292
133.900000,593.708775,-0.000000,-0.000000,0.002291
134.000000,593.026118,-0.000000,-0.000000,0.002291
134.100000,592.343485,-0.000000,-0.000000,0.002291
134.200000,591.660877,-0.000000,-0.000000,0.002291
134.300000,590.978292,-0.000000,-0.000000,0.002291
134.400000,590.295731,-0.000000,-0.000000,0.002291
134.500000,589.613194,-0.000000,-0.000000,0.002290
134.600000,588.930682,-0.000000,-0.000000,0.002290
134.700000,588.248193,-0.000000,-0.000000,0.002290
134.800000,587.565728,-0.000000,-0.000000,0.002290
134.900000,586.883287,-0.000000,-0.000000,0.002290
135.000000,586.200871,-0.000000,-0.000000,0.002289
135.100000,585.518478,-0.000000,-0.000000,0.002289
135.200000,584.836109,-0.000000,-0.000000,0.002289
135.300000,584.153765,-0.000000,-0.000000,0.002289
135.400000,583.471445,-0.000000,-0.000000,0.002289
135.500000,582.789148,-0.000000,-0.000000,0.002289
135.600000,582.106876,-0.000000,-0.000000,0.002288
135.700000,581.424628,-0.000000,-0.000000,0.002288
135.800000,580.742404,-0.000000,-0.000000,0.002288
135.900000,580.060204,-0.000000,-0.000000,0.002288
136.000000,579.378028,-0.000000,-0.000000,0.002288
136.100000,578.695877,-0.000000,-0.000000,0.002287
136.200000,578.013749,-0.000000,-0.000000,0.002287
136.300000,577.331646,-0.000000,-0.000000,0.002287
136.400000,576.649567,-0.000000,-0.000000,0.002287
136.500000,575.967512,-0.000000,-0.000000,0.002287
136.600000,575.285481,-0.000000,-0.000000,0.002286
136.700000,574.603475,-0.000000,-0.000000,0.002286
136.800000,573.921492,-0.000000,-0.000000,0.002286
136.900000,573.239534,-0.000000,-0.000000,0.002286
137.000000,572.557601,-0.000000,-0.000000,0.002286
137.100000,571.875691,-0.000000,-0.000000,0.002285
137.200000,571.193806,-0.000000,-0.000000,0.002285
137.300000,570.511945,-0.000000,-0.000000,0.002285
137.400000,569.830108,-0.000000,-0.000000,0.002285
137.500000,569.148295,-0.000000,-0.000000,0.002285
137.600000,568.466507,-0.000000,-0.000000,0.002284
137.700000,567.784743,-0.000000,-0.000000,0.002284
137.800000,567.103004,-0.000000,-0.000000,0.002284
137.900000,566.421288,-0.000000,-0.000000,0.002284
138.000000,565.739597,-0.000000,-0.000000,0.002284
138.100000,565.057931,-0.000000,-0.000000,0.002283
138.200000,564.376289,-0.000000,-0.000000,0.002283
138.300000,563.694671,-0.000000,-0.000000,0.002283
138.400000,563.013077,-0.000000,-0.000000,0.002283
138.500000,562.331508,-0.000000,-0.000000,0.002283
138.600000,561.649963,-0.000000,-0.000000,0.002282
138.700000,560.968443,-0.000000,-0.000000,0.002282
138.800000,560.286947,-0.000000,-0.000000,0.002282
138.900000,559.605476,-0.000000,-0.000000,0.002282
139.000000,558.924028,-0.000000,-0.000000,0.002281
139.100000,558.242606,-0.000000,-0.000000,0.002281
139.200000,557.561208,-0.000000,-0.000000,0.002281
139.300000,556.879834,-0.000000,-0.000000,0.002281
139.400000,556.198485,-0.000000,-0.000000,0.002281
139.500000,555.517160,-0.000000,-0.000000,0.002280
139.600000,554.835859,-0.000000,-0.000000,0.002280
139.700000,554.154584,-0.000000,-0.000000,0.002280
139.800000,553.473332,-0.000000,-0.000000,0.002280
139.900000,552.792106,-0.000000,-0.000000,0.002280
140.000000,552.110903,-0.000000,-0.000000,0.002279
140.100000,551.429726,-0.000000,-0.000000,0.002279
140.200000,550.748572,-0.000000,-0.000000,0.002279
140.300000,550.067444,-0.000000,-0.000000,0.002279
140.400000,549.386340,-0.000000,-0.000000,0.002278
140.500000,548.705260,-0.000000,-0.000000,0.002278
140.600000,548.024205,-0.000000,-0.000000,0.002278
140.700000,547.343175,-0.000000,-0.000000,0.002278
140.800000,546.662169,-0.000000,-0.000000,0.002278
140.900000,545.981188,-0.000000,-0.000000,0.002277
141.000000,545.300232,-0.000000,-0.000000,0.002277
141.100000,544.619300,-0.000000,-0.000000,0.002277
141.200000,543.938393,-0.000000,-0.000000,0.002277
141.300000,543.257510,-0.000000,-0.000000,0.002276
141.400000,542.576652,-0.000000,-0.000000,0.002276
141.500000,541.895819,-0.000000,-0.000000,0.002276
141.600000,541.215011,-0.000000,-0.000000,0.002276
141.700000,540.534227,-0.000000,-0.000000,0.002276
141.800000,539.853468,-0.000000,-0.000000,0.002275
141.900000,539.172733,-0.000000,-0.000000,0.002275
142.000000,538.492024,-0.000000,-0.000000,0.002275
142.100000,537.811339,-0.000000,-0.000000,0.002275
142.200000,537.130678,-0.000000,-0.000000,0.002274
142.300000,536.450043,-0.000000,-0.000000,0.002274
142.400000,535.769432,-0.000000,-0.000000,0.002274
142.500000,535.088846,-0.000000,-0.000000,0.002274
142.600000,534.408285,-0.000000,-0.000000,0.002274
142.700000,533.727749,-0.000000,-0.000000,0.002273
142.800000,533.047237,-0.000000,-0.000000,0.002273
142.900000,532.366750,-0.000000,-0.000000,0.002273
143.000000,531.686288,-0.000000,-0.000000,0.002273
143.100000,531.005851,-0.000000,-0.000000,0.002272
143.200000,530.325439,-0.000000,-0.000000,0.002272
143.300000,529.645051,-0.000000,-0.000000,0.002272
143.400000,528.964689,-0.000000,-0.000000,0.002272
143.500000,528.284351,-0.000000,-0.000000,0.002271
143.600000,527.604038,-0.000000,-0.000000,0.002271
143.700000,526.923750,-0.000000,-0.000000,0.002271
143.800000,526.243487,-0.000000,-0.000000,0.002271
143.900000,525.563249,-0.000000,-0.000000,0.002270
144.000000,524.883036,-0.000000,-0.000000,0.002270
144.100000,524.202847,-0.000000,-0.000000,0.002270
144.200000,523.522684,-0.000000,-0.000000,0.002270
144.300000,522.842546,-0.000000,-0.000000,0.002269
144.400000,522.162432,-0.000000,-0.000000,0.002269
144.500000,521.482344,-0.000000,-0.000000,0.002269
144.600000,520.802280,-0.000000,-0.000000,0.002269
144.700000,520.122241,-0.000000,-0.000000,0.002268
144.800000,519.442228,-0.000000,-0.000000,0.002268
144.900000,518.762239,-0.000000,-0.000000,0.002268
145.000000,518.082275,-0.000000,-0.000000,0.002268
145.100000,517.402335,-0.000000,-0.000000,0.002267
145.200000,516.722418,-0.000000,-0.000000,0.002267
145.300000,516.042525,-0.000000,-0.000000,0.002267
145.400000,515.362654,-0.000000,-0.000000,0.002267
145.500000,514.682806,-0.000000,-0.000000,0.002266
145.600000,514.002980,-0.000000,-0.000000,0.002266
145.700000,513.323176,-0.000000,-0.000000,0.002266
145.800000,512.643393,-0.000000,-0.000000,0.002266
145.900000,511.963630,-0.000000,-0.000000,0.002265
146.000000,511.283888,-0.000000,-0.000000,0.002265
146.100000,510.604166,-0.000000,-0.000000,0.002265
146.200000,509.924464,-0.000000,-0.000000,0.002265
146.300000,509.244781,-0.000000,-0.000000,0.002264
146.400000,508.565116,-0.000000,-0.000000,0.002264
146.500000,507.885470,-0.000000,-0.000000,0.002264
146.600000,507.205842,-0.000000,-0.000000,0.002264
146.700000,506.526231,-0.000000,-0.000000,0.002263
146.800000,505.846638,-0.000000,-0.000000,0.002263
146.900000,505.167061,-0.000000,-0.000000,0.002263
147.000000,504.487501,-0.000000,-0.000000,0.002263
147.100000,503.807956,-0.000000,-0.000000,0.002262
147.200000,503.128427,-0.000000,-0.000000,0.002262
147.300000,502.448913,-0.000000,-0.000000,0.002262
147.400000,501.769414,-0.000000,-0.000000,0.002262
147.500000,501.089929,-0.000000,-0.000000,0.002261
147.600000,500.410457,-0.000000,-0.000000,0.002261
147.700000,499.731000,-0.000000,-0.000000,0.002261
147.800000,499.051555,-0.000000,-0.000000,0.002261
147.900000,498.372123,-0.000000,-0.000000,0.002260
148.000000,497.692703,-0.000000,-0.000000,0.002260
148.100000,497.013295,-0.000000,-0.000000,0.002260
148.200000,496.333899,-0.000000,-0.000000,0.002259
148.300000,495.654513,-0.000000,-0.000000,0.002259
148.400000,494.975138,-0.000000,-0.000000,0.002259
148.500000,494.295773,-0.000000,-0.000000,0.002259
148.600000,493.616419,-0.000000,-0.000000,0.002258
148.700000,492.937073,-0.000000,-0.000000,0.002258
148.800000,492.257736,-0.000000,-0.000000,0.002258
148.900000,491.578408,-0.000000,-0.000000,0.002258
149.000000,490.899088,-0.000000,-0.000000,0.002257
149.100000,490.219776,-0.000000,-0.000000,0.002257
149.200000,489.540472,-0.000000,-0.000000,0.002257
149.300000,488.861174,-0.000000,-0.000000,0.002256
149.400000,488.181882,-0.000000,-0.000000,0.002256
149.500000,487.502597,-0.000000,-0.000000,0.002256
149.600000,486.823318,-0.000000,-0.000000,0.002256
149.700000,486.144043,-0.000000,-0.000000,0.002255
149.800000,485.464774,-0.000000,-0.000000,0.002255
149.900000,484.785509,-0.000000,-0.000000,0.002255
150.000000,484.106248,-0.000000,-0.000000,0.002255
150.100000,483.426991,-0.000000,-0.000000,0.002254
150.200000,482.747737,-0.000000,-0.000000,0.002254
150.300000,482.068486,-0.000000,-0.000000,0.002254
150.400000,481.389238,-0.000000,-0.000000,0.002254
150.500000,480.709991,-0.000000,-0.000000,0.002253
150.600000,480.030747,-0.000000,-0.000000,0.002253
150.700000,479.351503,-0.000000,-0.000000,0.002253
150.800000,478.672260,-0.000000,-0.000000,0.002252
