millis,altp,ax,ay,az
50.600000,1170.464356,-0.000001,0.000001,0.002422
50.700000,1169.762098,-0.000001,0.000001,0.002422
50.800000,1169.059865,-0.000001,0.000001,0.002422
50.900000,1168.357655,-0.000001,0.000001,0.002422
51.000000,1167.655470,-0.000001,0.000001,0.002422
51.100000,1166.953309,-0.000001,0.000001,0.002421
51.200000,1166.251173,-0.000001,0.000001,0.002421
51.300000,1165.549060,-0.000001,0.000001,0.002421
51.400000,1164.846972,-0.000001,0.000001,0.002421
51.500000,1164.144908,-0.000001,0.000001,0.002421
51.600000,1163.442867,-0.000001,0.000001,0.002421
51.700000,1162.740852,-0.000001,0.000001,0.002420
51.800000,1162.038860,-0.000001,0.000001,0.002420
51.900000,1161.336892,-0.000001,0.000001,0.002420
52.000000,1160.634949,-0.000001,0.000001,0.002420
52.100000,1159.933030,-0.000001,0.000001,0.002420
52.200000,1159.231135,-0.000001,0.000001,0.002419
52.300000,1158.529264,-0.000001,0.000001,0.002419
52.400000,1157.827417,-0.000001,0.000001,0.002419
52.500000,1157.125594,-0.000001,0.000001,0.002419
52.600000,1156.423795,-0.000001,0.000001,0.002419
52.700000,1155.722021,-0.000001,0.000001,0.002419
52.800000,1155.020271,-0.000001,0.000001,0.002418
52.900000,1154.318544,-0.000001,0.000000,0.002418
53.000000,1153.616842,-0.000001,0.000000,0.002418
53.100000,1152.915164,-0.000001,0.000000,0.002418
53.200000,1152.213510,-0.000001,0.000000,0.002418
53.300000,1151.511881,-0.000000,0.000000,0.002417
53.400000,1150.810275,-0.000000,0.000000,0.002417
53.500000,1150.108693,-0.000000,0.000000,0.002417
53.600000,1149.407136,-0.000000,0.000000,0.002417
53.700000,1148.705603,-0.000000,0.000000,0.002417
53.800000,1148.004093,-0.000000,0.000000,0.002417
53.900000,1147.302608,-0.000000,-0.000000,0.002416
54.000000,1146.601147,-0.000000,-0.000000,0.002416
54.100000,1145.899710,-0.000000,-0.000000,0.002416
54.200000,1145.198297,-0.000000,-0.000000,0.002416
54.300000,1144.496908,-0.000000,-0.000000,0.002416
54.400000,1143.795543,-0.000000,-0.000000,0.002416
54.500000,1143.094202,-0.000000,-0.000000,0.002415
54.600000,1142.392886,-0.000000,-0.000000,0.002415
54.700000,1141.691593,-0.000000,-0.000000,0.002415
54.800000,1140.990324,-0.000000,-0.000000,0.002415
54.900000,1140.289080,-0.000000,-0.000000,0.002415
55.000000,1139.587859,-0.000000,-0.000000,0.002414
55.100000,1138.886663,-0.000000,-0.000001,0.002414
55.200000,1138.185491,-0.000000,-0.000001,0.002414
55.300000,1137.484342,-0.000000,-0.000001,0.002414
55.400000,1136.783218,-0.000000,-0.000001,0.002414
55.500000,1136.082118,-0.000000,-0.000001,0.002414
55.600000,1135.381042,-0.000000,-0.000001,0.002413
55.700000,1134.679990,-0.000000,-0.000001,0.002413
55.800000,1133.978962,-0.000000,-0.000001,0.002413
55.900000,1133.277958,-0.000000,-0.000001,0.002413
56.000000,1132.576978,-0.000000,-0.000001,0.002413
56.100000,1131.876022,-0.000000,-0.000001,0.002412
56.200000,1131.175090,-0.000000,-0.000001,0.002412
56.300000,1130.474182,-0.000000,-0.000001,0.002412
56.400000,1129.773299,-0.000000,-0.000001,0.002412
56.500000,1129.072439,-0.000000,-0.000001,0.002412
56.600000,1128.371604,-0.000000,-0.000001,0.002412
56.700000,1127.670792,-0.000000,-0.000001,0.002411
56.800000,1126.970005,-0.000000,-0.000001,0.002411
56.900000,1126.269241,-0.000000,-0.000001,0.002411
57.000000,1125.568502,-0.000000,-0.000001,0.002411
57.100000,1124.867786,-0.000000,-0.000001,0.002411
57.200000,1124.167095,-0.000000,-0.000001,0.002411
57.300000,1123.466428,-0.000000,-0.000001,0.002410
57.400000,1122.765785,-0.000000,-0.000001,0.002410
57.500000,1122.065165,-0.000000,-0.000001,0.002410
57.600000,1121.364570,-0.000000,-0.000001,0.002410
57.700000,1120.663999,-0.000000,-0.000001,0.002410
57.800000,1119.963452,-0.000000,-0.000001,0.002409
57.900000,1119.262929,-0.000000,-0.000001,0.002409
58.000000,1118.562430,-0.000000,-0.000001,0.002409
58.100000,1117.861955,-0.000000,-0.000001,0.002409
58.200000,1117.161504,-0.000000,-0.000001,0.002409
58.300000,1116.461077,-0.000000,-0.000001,0.002409
58.400000,1115.760674,-0.000000,-0.000001,0.002408
58.500000,1115.060296,-0.000000,-0.000001,0.002408
58.600000,1114.359941,-0.000000,-0.000001,0.002408
58.700000,1113.659610,-0.000000,-0.000001,0.002408
58.800000,1112.959303,-0.000000,-0.000001,0.002408
58.900000,1112.259021,-0.000000,-0.000001,0.002408
59.000000,1111.558762,-0.000000,-0.000001,0.002407
59.100000,1110.858527,-0.000000,-0.000001,0.002407
59.200000,1110.158317,-0.000000,-0.000001,0.002407
59.300000,1109.458130,-0.000000,-0.000001,0.002407
59.400000,1108.757968,-0.000000,-0.000001,0.002407
59.500000,1108.057829,-0.000000,-0.000001,0.002407
59.600000,1107.357715,-0.000000,-0.000001,0.002406
59.700000,1106.657624,-0.000000,-0.000001,0.002406
59.800000,1105.957558,-0.000000,-0.000001,0.002406
59.900000,1105.257515,-0.000000,-0.000001,0.002406
60.000000,1104.557497,-0.000000,-0.000001,0.002406
60.100000,1103.857503,-0.000000,-0.000001,0.002405
60.200000,1103.157532,-0.000000,-0.000001,0.002405
60.300000,1102.457586,-0.000000,-0.000001,0.002405
60.400000,1101.757664,-0.000000,-0.000001,0.002405
60.500000,1101.057765,-0.000000,-0.000001,0.002405
60.600000,1100.357891,-0.000000,-0.000001,0.002405
60.700000,1099.658041,-0.000000,-0.000001,0.002404
60.800000,1098.958215,-0.000000,-0.000001,0.002404
60.900000,1098.258412,-0.000000,-0.000001,0.002404
61.000000,1097.558634,-0.000000,-0.000001,0.002404
61.100000,1096.858880,-0.000000,-0.000001,0.002404
61.200000,1096.159150,-0.000000,-0.000001,0.002404
61.300000,1095.459444,-0.000000,-0.000001,0.002403
61.400000,1094.759761,-0.000000,-0.000001,0.002403
61.500000,1094.060103,-0.000000,-0.000001,0.002403
61.600000,1093.360469,-0.000000,-0.000001,0.002403
61.700000,1092.660859,-0.000000,-0.000001,0.002403
61.800000,1091.961273,-0.000000,-0.000001,0.002402
61.900000,1091.261711,-0.000000,-0.000001,0.002402
62.000000,1090.562172,-0.000000,-0.000001,0.002402
62.100000,1089.862658,-0.000000,-0.000001,0.002402
62.200000,1089.163168,-0.000000,-0.000001,0.002402
62.300000,1088.463702,-0.000000,-0.000001,0.002402
62.400000,1087.764260,-0.000000,-0.000001,0.002401
62.500000,1087.064842,-0.000000,-0.000001,0.002401
62.600000,1086.365448,-0.000000,-0.000001,0.002401
62.700000,1085.666078,-0.000000,-0.000001,0.002401
62.800000,1084.966731,-0.000000,-0.000001,0.002401
62.900000,1084.267409,-0.000000,-0.000001,0.002401
63.000000,1083.568111,-0.000000,-0.000001,0.002400
63.100000,1082.868837,-0.000000,-0.000001,0.002400
63.200000,1082.169587,-0.000000,-0.000001,0.002400
63.300000,1081.470361,-0.000000,-0.000001,0.002400
63.400000,1080.771159,-0.000000,-0.000001,0.002400
63.500000,1080.071981,-0.000000,-0.000001,0.002400
63.600000,1079.372826,-0.000000,-0.000000,0.002399
63.700000,1078.673696,-0.000000,-0.000000,0.002399
63.800000,1077.974590,-0.000000,-0.000000,0.002399
63.900000,1077.275508,-0.000000,-0.000000,0.002399
64.000000,1076.576450,-0.000000,-0.000000,0.002399
64.100000,1075.877415,-0.000000,-0.000000,0.002399
64.200000,1075.178405,-0.000000,-0.000000,0.002398
64.300000,1074.479419,-0.000000,-0.000000,0.002398
64.400000,1073.780457,-0.000000,-0.000000,0.002398
64.500000,1073.081519,-0.000000,-0.000000,0.002398
64.600000,1072.382604,-0.000000,-0.000000,0.002398
64.700000,1071.683714,-0.000000,-0.000000,0.002398
64.800000,1070.984848,-0.000000,-0.000000,0.002397
64.900000,1070.286005,-0.000000,-0.000000,0.002397
65.000000,1069.587187,-0.000000,-0.000000,0.002397
65.100000,1068.888393,-0.000000,-0.000000,0.002397
65.200000,1068.189622,-0.000000,-0.000000,0.002397
65.300000,1067.490876,-0.000000,-0.000000,0.002396
65.400000,1066.792153,-0.000000,-0.000000,0.002396
65.500000,1066.093455,-0.000000,-0.000000,0.002396
65.600000,1065.394780,-0.000000,-0.000000,0.002396
65.700000,1064.696130,-0.000000,-0.000000,0.002396
65.800000,1063.997503,-0.000000,-0.000000,0.002396
65.900000,1063.298901,-0.000000,-0.000000,0.002395
66.000000,1062.600322,-0.000000,-0.000000,0.002395
66.100000,1061.901768,-0.000000,-0.000000,0.002395
66.200000,1061.203237,-0.000000,0.000000,0.002395
66.300000,1060.504730,-0.000000,0.000000,0.002395
66.400000,1059.806248,-0.000000,0.000000,0.002395
66.500000,1059.107789,-0.000000,0.000000,0.002394
66.600000,1058.409354,-0.000000,0.000000,0.002394
66.700000,1057.710944,-0.000000,0.000000,0.002394
66.800000,1057.012557,-0.000000,0.000000,0.002394
66.900000,1056.314194,-0.000000,0.000000,0.002394
67.000000,1055.615855,-0.000000,0.000000,0.002394
67.100000,1054.917540,-0.000000,0.000000,0.002393
67.200000,1054.219249,-0.000000,0.000000,0.002393
67.300000,1053.520982,-0.000000,0.000000,0.002393
67.400000,1052.822739,-0.000000,0.000000,0.002393
67.500000,1052.124520,-0.000000,0.000000,0.002393
67.600000,1051.426325,-0.000000,0.000000,0.002393
67.700000,1050.728154,-0.000000,0.000000,0.002392
67.800000,1050.030006,-0.000000,0.000000,0.002392
67.900000,1049.331883,-0.000000,0.000000,0.002392
68.000000,1048.633784,-0.000000,0.000000,0.002392
68.100000,1047.935708,-0.000000,0.000000,0.002392
68.200000,1047.237657,-0.000000,0.000000,0.002392
68.300000,1046.539629,-0.000000,0.000000,0.002391
68.400000,1045.841626,-0.000000,0.000000,0.002391
68.500000,1045.143646,-0.000000,0.000000,0.002391
68.600000,1044.445691,-0.000000,0.000000,0.002391
68.700000,1043.747759,-0.000000,0.000000,0.002391
68.800000,1043.049851,-0.000000,0.000000,0.002391
68.900000,1042.351967,-0.000000,0.000000,0.002390
69.000000,1041.654107,-0.000000,0.000000,0.002390
69.100000,1040.956271,-0.000000,0.000000,0.002390
69.200000,1040.258459,-0.000000,0.000000,0.002390
69.300000,1039.560670,-0.000000,0.000000,0.002390
69.400000,1038.862906,-0.000000,0.000000,0.002390
69.500000,1038.165166,-0.000000,0.000000,0.002389
69.600000,1037.467449,-0.000000,0.000000,0.002389
69.700000,1036.769756,-0.000000,0.000000,0.002389
69.800000,1036.072088,-0.000000,0.000000,0.002389
69.900000,1035.374443,-0.000000,0.000000,0.002389
70.000000,1034.676822,-0.000000,0.000000,0.002389
70.100000,1033.979225,-0.000000,0.000000,0.002388
70.200000,1033.281652,-0.000001,0.000000,0.002388
70.300000,1032.584102,-0.000001,0.000000,0.002388
70.400000,1031.886577,-0.000001,0.000000,0.002388
70.500000,1031.189075,-0.000001,0.000000,0.002388
70.600000,1030.491598,-0.000001,0.000000,0.002388
70.700000,1029.794144,-0.000001,0.000000,0.002387
70.800000,1029.096714,-0.000001,0.000000,0.002387
70.900000,1028.399308,-0.000001,0.000000,0.002387
71.000000,1027.701926,-0.000001,0.000000,0.002387
71.100000,1027.004568,-0.000001,0.000000,0.002387
71.200000,1026.307233,-0.000001,0.000000,0.002387
71.300000,1025.609923,-0.000001,0.000000,0.002386
71.400000,1024.912636,-0.000001,0.000000,0.002386
71.500000,1024.215374,-0.000001,0.000000,0.002386
71.600000,1023.518135,-0.000001,0.000000,0.002386
71.700000,1022.820919,-0.000001,0.000000,0.002386
71.800000,1022.123728,-0.000001,0.000000,0.002386
71.900000,1021.426561,-0.000001,0.000000,0.002385
72.000000,1020.729417,-0.000001,0.000000,0.002385
72.100000,1020.032298,-0.000001,0.000000,0.002385
72.200000,1019.335202,-0.000001,0.000000,0.002385
72.300000,1018.638130,-0.000001,0.000000,0.002385
72.400000,1017.941082,-0.000001,0.000000,0.002385
72.500000,1017.244057,-0.000001,0.000000,0.002384
72.600000,1016.547057,-0.000001,0.000000,0.002384
72.700000,1015.850080,-0.000001,0.000000,0.002384
72.800000,1015.153127,-0.000000,0.000000,0.002384
72.900000,1014.456198,-0.000000,0.000000,0.002384
73.000000,1013.759293,-0.000000,0.000000,0.002384
73.100000,1013.062412,-0.000000,0.000000,0.002383
73.200000,1012.365554,-0.000000,0.000000,0.002383
73.300000,1011.668720,-0.000000,0.000000,0.002383
73.400000,1010.971910,-0.000000,0.000000,0.002383
73.500000,1010.275124,-0.000000,0.000000,0.002383
73.600000,1009.578362,-0.000000,0.000000,0.002383
73.700000,1008.881624,-0.000000,0.000000,0.002383
73.800000,1008.184909,-0.000000,0.000000,0.002382
73.900000,1007.488218,-0.000000,0.000000,0.002382
74.000000,1006.791551,-0.000000,0.000000,0.002382
74.100000,1006.094908,-0.000000,0.000000,0.002382
74.200000,1005.398288,-0.000000,0.000000,0.002382
74.300000,1004.701692,-0.000000,0.000000,0.002382
74.400000,1004.005120,-0.000000,0.000000,0.002381
74.500000,1003.308572,-0.000000,0.000000,0.002381
74.600000,1002.612048,-0.000000,0.000000,0.002381
74.700000,1001.915547,-0.000000,0.000000,0.002381
74.800000,1001.219071,-0.000000,0.000000,0.002381
74.900000,1000.522618,-0.000000,0.000000,0.002381
75.000000,999.826188,-0.000000,0.000000,0.002380
75.100000,999.129783,-0.000000,0.000000,0.002380
75.200000,998.433401,-0.000000,0.000000,0.002380
75.300000,997.737043,-0.000000,0.000000,0.002380
75.400000,997.040709,-0.000000,0.000000,0.002380
75.500000,996.344399,-0.000000,0.000000,0.002380
75.600000,995.648112,-0.000000,0.000000,0.002379
75.700000,994.951849,-0.000000,0.000000,0.002379
75.800000,994.255610,-0.000000,0.000000,0.002379
75.900000,993.559395,-0.000000,0.000000,0.002379
76.000000,992.863203,-0.000000,0.000000,0.002379
76.100000,992.167035,-0.000000,0.000000,0.002379
76.200000,991.470891,-0.000000,0.000000,0.002378
76.300000,990.774770,-0.000000,0.000000,0.002378
76.400000,990.078674,-0.000000,0.000000,0.002378
76.500000,989.382601,-0.000000,0.000000,0.002378
76.600000,988.686552,-0.000000,0.000000,0.002378
76.700000,987.990526,-0.000000,0.000000,0.002378
76.800000,987.294525,-0.000000,0.000000,0.002377
76.900000,986.598547,-0.000000,0.000000,0.002377
77.000000,985.902592,-0.000000,0.000000,0.002377
77.100000,985.206662,-0.000000,0.000000,0.002377
77.200000,984.510755,-0.000000,0.000000,0.002377
77.300000,983.814872,-0.000000,0.000000,0.002377
77.400000,983.119012,-0.000000,0.000000,0.002377
77.500000,982.423177,-0.000000,0.000000,0.002376
77.600000,981.727365,-0.000000,0.000000,0.002376
77.700000,981.031577,-0.000000,0.000000,0.002376
77.800000,980.335812,-0.000000,0.000000,0.002376
77.900000,979.640071,-0.000000,0.000000,0.002376
78.000000,978.944354,-0.000000,0.000000,0.002376
78.100000,978.248661,-0.000000,0.000000,0.002375
78.200000,977.552991,-0.000000,0.000000,0.002375
78.300000,976.857345,-0.000000,0.000000,0.002375
78.400000,976.161722,-0.000000,0.000000,0.002375
78.500000,975.466124,-0.000000,0.000000,0.002375
78.600000,974.770549,-0.000000,0.000000,0.002375
78.700000,974.074997,-0.000000,0.000000,0.002374
78.800000,973.379470,-0.000000,0.000000,0.002374
78.900000,972.683966,-0.000000,0.000000,0.002374
79.000000,971.988486,-0.000000,0.000000,0.002374
79.100000,971.293029,-0.000000,0.000000,0.002374
79.200000,970.597596,-0.000000,0.000000,0.002374
79.300000,969.902187,-0.000000,0.000000,0.002374
79.400000,969.206801,-0.000000,0.000000,0.002373
79.500000,968.511439,-0.000000,0.000000,0.002373
79.600000,967.816101,-0.000000,0.000000,0.002373
79.700000,967.120787,-0.000000,0.000000,0.002373
79.800000,966.425496,-0.000000,0.000000,0.002373
79.900000,965.730228,-0.000000,0.000000,0.002373
80.000000,965.034985,-0.000000,0.000000,0.002372
80.100000,964.339765,-0.000000,0.000000,0.002372
80.200000,963.644568,-0.000000,0.000000,0.002372
80.300000,962.949396,-0.000000,0.000000,0.002372
80.400000,962.254247,-0.000000,0.000000,0.002372
80.500000,961.559121,-0.000000,0.000000,0.002372
80.600000,960.864020,-0.000000,0.000000,0.002371
80.700000,960.168942,-0.000000,0.000000,0.002371
80.800000,959.473887,-0.000000,0.000000,0.002371
80.900000,958.778856,-0.000000,0.000000,0.002371
81.000000,958.083849,-0.000000,0.000000,0.002371
81.100000,957.388866,-0.000000,-0.000000,0.002371
81.200000,956.693906,-0.000000,-0.000000,0.002370
81.300000,955.998970,-0.000000,-0.000000,0.002370
81.400000,955.304058,-0.000000,-0.000000,0.002370
81.500000,954.609169,-0.000000,-0.000000,0.002370
81.600000,953.914304,-0.000000,-0.000000,0.002370
81.700000,953.219462,-0.000000,-0.000000,0.002370
81.800000,952.524644,-0.000000,-0.000000,0.002370
81.900000,951.829850,-0.000000,-0.000000,0.002369
82.000000,951.135080,-0.000000,-0.000000,0.002369
82.100000,950.440333,-0.000000,-0.000000,0.002369
82.200000,949.745610,-0.000000,-0.000000,0.002369
82.300000,949.050911,-0.000000,-0.000000,0.002369
82.400000,948.356235,-0.000000,-0.000000,0.002369
82.500000,947.661583,-0.000000,-0.000000,0.002368
82.600000,946.966954,-0.000000,-0.000000,0.002368
82.700000,946.272350,-0.000000,-0.000000,0.002368
82.800000,945.577769,-0.000000,-0.000000,0.002368
82.900000,944.883211,-0.000000,-0.000000,0.002368
83.000000,944.188678,-0.000000,-0.000000,0.002368
83.100000,943.494168,-0.000000,-0.000000,0.002368
83.200000,942.799681,-0.000000,-0.000000,0.002367
83.300000,942.105219,-0.000000,-0.000000,0.002367
83.400000,941.410780,-0.000000,-0.000000,0.002367
83.500000,940.716365,-0.000000,-0.000000,0.002367
83.600000,940.021973,-0.000000,-0.000000,0.002367
83.700000,939.327605,-0.000000,-0.000000,0.002367
83.800000,938.633261,-0.000000,-0.000000,0.002366
83.900000,937.938941,-0.000000,-0.000000,0.002366
84.000000,937.244644,-0.000000,-0.000000,0.002366
84.100000,936.550371,-0.000000,-0.000000,0.002366
84.200000,935.856122,-0.000000,-0.000000,0.002366
84.300000,935.161896,-0.000000,-0.000000,0.002366
84.400000,934.467694,-0.000000,-0.000000,0.002365
84.500000,933.773516,-0.000000,-0.000000,0.002365
84.600000,933.079361,-0.000000,-0.000000,0.002365
84.700000,932.385230,-0.000000,-0.000000,0.002365
84.800000,931.691123,-0.000000,-0.000000,0.002365
84.900000,930.997040,-0.000000,-0.000000,0.002365
85.000000,930.302980,-0.000000,-0.000000,0.002365
85.100000,929.608944,-0.000000,-0.000000,0.002364
85.200000,928.914932,-0.000000,-0.000000,0.002364
85.300000,928.220943,-0.000000,-0.000000,0.002364
85.400000,927.526978,-0.000000,-0.000000,0.002364
85.500000,926.833037,-0.000000,-0.000000,0.002364
85.600000,926.139120,-0.000000,-0.000000,0.002364
85.700000,925.445226,-0.000000,-0.000000,0.002363
85.800000,924.751356,-0.000000,-0.000000,0.002363
85.900000,924.057510,-0.000000,-0.000000,0.002363
86.000000,923.363687,-0.000000,-0.000000,0.002363
86.100000,922.669889,-0.000000,-0.000000,0.002363
86.200000,921.976113,-0.000000,-0.000000,0.002363
86.300000,921.282362,-0.000000,-0.000000,0.002363
86.400000,920.588634,-0.000000,-0.000000,0.002362
86.500000,919.894931,-0.000000,-0.000000,0.002362
86.600000,919.201250,-0.000000,-0.000000,0.002362
86.700000,918.507594,-0.000000,-0.000000,0.002362
86.800000,917.813961,-0.000000,-0.000000,0.002362
86.900000,917.120352,-0.000000,-0.000000,0.002362
87.000000,916.426767,-0.000000,-0.000000,0.002361
87.100000,915.733205,-0.000000,-0.000000,0.002361
87.200000,915.039668,-0.000000,-0.000000,0.002361
87.300000,914.346154,-0.000000,-0.000000,0.002361
87.400000,913.652663,-0.000000,-0.000000,0.002361
87.500000,912.959197,-0.000000,-0.000000,0.002361
87.600000,912.265754,-0.000000,-0.000000,0.002361
87.700000,911.572335,-0.000000,-0.000000,0.002360
87.800000,910.878940,-0.000000,-0.000000,0.002360
87.900000,910.185568,-0.000000,-0.000000,0.002360
88.000000,909.492220,-0.000000,-0.000000,0.002360
88.100000,908.798896,-0.000000,-0.000000,0.002360
88.200000,908.105596,-0.000000,-0.000000,0.002360
88.300000,907.412319,-0.000000,-0.000000,0.002359
88.400000,906.719066,-0.000000,-0.000000,0.002359
88.500000,906.025837,-0.000000,-0.000000,0.002359
88.600000,905.332632,-0.000000,-0.000000,0.002359
88.700000,904.639450,-0.000000,-0.000000,0.002359
88.800000,903.946293,-0.000000,-0.000000,0.002359
88.900000,903.253159,-0.000000,-0.000000,0.002359
89.000000,902.560048,-0.000000,-0.000000,0.002358
89.100000,901.866962,-0.000000,-0.000000,0.002358
89.200000,901.173899,-0.000000,-0.000000,0.002358
89.300000,900.480860,-0.000000,-0.000000,0.002358
89.400000,899.787845,-0.000000,-0.000000,0.002358
89.500000,899.094853,-0.000000,-0.000000,0.002358
89.600000,898.401886,-0.000000,-0.000000,0.002357
89.700000,897.708942,-0.000000,-0.000000,0.002357
89.800000,897.016021,-0.000000,-0.000000,0.002357
89.900000,896.323125,-0.000000,-0.000000,0.002357
90.000000,895.630252,-0.000000,-0.000000,0.002357
90.100000,894.937404,-0.000000,-0.000000,0.002357
90.200000,894.244579,-0.000000,-0.000000,0.002357
90.300000,893.551777,-0.000000,-0.000000,0.002356
90.400000,892.859000,-0.000000,-0.000000,0.002356
90.500000,892.166246,-0.000000,-0.000000,0.002356
90.600000,891.473516,-0.000000,-0.000000,0.002356
90.700000,890.780810,-0.000000,-0.000000,0.002356
90.800000,890.088128,-0.000000,-0.000000,0.002356
90.900000,889.395469,-0.000000,-0.000000,0.002356
91.000000,888.702834,-0.000000,-0.000000,0.002355
91.100000,888.010223,-0.000000,-0.000000,0.002355
91.200000,887.317636,-0.000000,-0.000000,0.002355
91.300000,886.625072,-0.000000,-0.000000,0.002355
91.400000,885.932533,-0.000000,-0.000000,0.002355
91.500000,885.240017,-0.000000,-0.000000,0.002355
91.600000,884.547525,-0.000000,-0.000000,0.002354
91.700000,883.855056,-0.000000,-0.000000,0.002354
91.800000,883.162612,-0.000000,-0.000000,0.002354
91.900000,882.470191,-0.000000,-0.000000,0.002354
92.000000,881.777794,-0.000000,-0.000000,0.002354
92.100000,881.085421,-0.000000,-0.000000,0.002354
92.200000,880.393072,-0.000000,-0.000000,0.002354
92.300000,879.700747,-0.000000,-0.000000,0.002353
92.400000,879.008445,-0.000000,-0.000000,0.002353
92.500000,878.316167,-0.000000,-0.000000,0.002353
92.600000,877.623913,-0.000000,-0.000000,0.002353
92.700000,876.931683,-0.000000,-0.000000,0.002353
92.800000,876.239476,-0.000000,0.000000,0.002353
92.900000,875.547294,-0.000000,0.000000,0.002353
93.000000,874.855135,-0.000000,0.000000,0.002352
93.100000,874.163000,-0.000000,0.000000,0.002352
93.200000,873.470888,-0.000000,0.000000,0.002352
93.300000,872.778801,-0.000000,0.000000,0.002352
93.400000,872.086737,-0.000000,0.000000,0.002352
93.500000,871.394698,-0.000000,0.000000,0.002352
93.600000,870.702682,-0.000000,0.000000,0.002351
93.700000,870.010689,-0.000000,0.000000,0.002351
93.800000,869.318721,-0.000000,0.000000,0.002351
93.900000,868.626776,-0.000000,0.000000,0.002351
94.000000,867.934855,-0.000000,0.000000,0.002351
94.100000,867.242958,-0.000000,0.000000,0.002351
94.200000,866.551085,-0.000000,0.000000,0.002351
94.300000,865.859235,-0.000000,0.000000,0.002350
94.400000,865.167409,-0.000000,0.000000,0.002350
94.500000,864.475607,-0.000000,0.000000,0.002350
94.600000,863.783829,-0.000000,0.000000,0.002350
94.700000,863.092074,-0.000000,0.000000,0.002350
94.800000,862.400343,-0.000000,0.000000,0.002350
94.900000,861.708636,-0.000000,0.000000,0.002350
95.000000,861.016952,-0.000000,0.000000,0.002349
95.100000,860.325292,-0.000000,0.000000,0.002349
95.200000,859.633656,-0.000000,0.000000,0.002349
95.300000,858.942044,-0.000000,0.000000,0.002349
95.400000,858.250455,-0.000000,0.000000,0.002349
95.500000,857.558890,-0.000000,0.000000,0.002349
95.600000,856.867349,-0.000000,0.000000,0.002349
95.700000,856.175831,-0.000000,0.000000,0.002348
95.800000,855.484337,-0.000000,0.000000,0.002348
95.900000,854.792867,-0.000000,0.000000,0.002348
96.000000,854.101420,-0.000000,0.000000,0.002348
96.100000,853.409997,-0.000000,0.000000,0.002348
96.200000,852.718598,-0.000000,0.000000,0.002348
96.300000,852.027222,-0.000000,0.000000,0.002348
96.400000,851.335870,-0.000000,0.000000,0.002347
96.500000,850.644542,-0.000000,0.000000,0.002347
96.600000,849.953237,-0.000000,0.000000,0.002347
96.700000,849.261956,-0.000000,0.000000,0.002347
96.800000,848.570698,-0.000000,0.000000,0.002347
96.900000,847.879464,-0.000000,0.000000,0.002347
97.000000,847.188254,-0.000000,0.000000,0.002347
97.100000,846.497067,-0.000000,0.000000,0.002346
97.200000,845.805904,-0.000000,0.000000,0.002346
97.300000,845.114765,-0.000000,0.000000,0.002346
97.400000,844.423649,-0.000000,0.000000,0.002346
97.500000,843.732557,-0.000000,0.000000,0.002346
97.600000,843.041488,-0.000000,0.000000,0.002346
97.700000,842.350443,-0.000000,0.000000,0.002346
97.800000,841.659421,-0.000000,0.000000,0.002345
97.900000,840.968423,-0.000000,0.000000,0.002345
98.000000,840.277449,-0.000000,0.000000,0.002345
98.100000,839.586498,-0.000000,0.000000,0.002345
98.200000,838.895571,-0.000000,0.000000,0.002345
98.300000,838.204667,-0.000000,0.000000,0.002345
98.400000,837.513787,-0.000000,0.000000,0.002344
98.500000,836.822930,-0.000000,0.000000,0.002344
98.600000,836.132097,-0.000000,0.000000,0.002344
98.700000,835.441287,-0.000000,0.000000,0.002344
98.800000,834.750501,-0.000000,0.000000,0.002344
98.900000,834.059739,-0.000000,0.000000,0.002344
99.000000,833.368999,-0.000000,0.000000,0.002344
99.100000,832.678284,-0.000000,0.000000,0.002343
99.200000,831.987592,-0.000000,0.000000,0.002343
99.300000,831.296923,-0.000000,0.000000,0.002343
99.400000,830.606278,-0.000000,0.000000,0.002343
99.500000,829.915657,-0.000000,0.000000,0.002343
99.600000,829.225058,-0.000000,0.000000,0.002343
99.700000,828.534484,-0.000000,0.000000,0.002343
99.800000,827.843933,-0.000000,0.000000,0.002342
99.900000,827.153405,-0.000000,0.000000,0.002342
100.000000,826.462901,-0.000000,0.000000,0.002342
100.100000,825.772420,-0.000000,0.000000,0.002342
100.200000,825.081963,-0.000000,0.000000,0.002342
100.300000,824.391529,-0.000000,0.000000,0.002342
100.400000,823.701118,-0.000000,0.000000,0.002342
100.500000,823.010731,-0.000000,0.000000,0.002341
100.600000,822.320368,-0.000000,0.000000,0.002341
100.700000,821.630027,-0.000000,0.000000,0.002341
100.800000,820.939711,-0.000000,0.000000,0.002341
100.900000,820.249417,-0.000000,0.000000,0.002341
101.000000,819.559147,-0.000000,0.000000,0.002341
101.100000,818.868901,-0.000000,0.000000,0.002341
101.200000,818.178678,-0.000000,0.000000,0.002340
101.300000,817.488478,-0.000000,0.000000,0.002340
101.400000,816.798302,-0.000000,0.000000,0.002340
101.500000,816.108149,-0.000000,0.000000,0.002340
101.600000,815.418019,-0.000000,0.000000,0.002340
101.700000,814.727913,-0.000000,0.000000,0.002340
101.800000,814.037830,-0.000000,0.000000,0.002340
101.900000,813.347771,-0.000000,0.000000,0.002339
102.000000,812.657735,-0.000000,0.000000,0.002339
102.100000,811.967722,-0.000000,0.000000,0.002339
102.200000,811.277732,-0.000000,0.000000,0.002339
102.300000,810.587766,-0.000000,0.000000,0.002339
102.400000,809.897824,-0.000000,0.000000,0.002339
